team1,team2,matches,wins,losses,win_pct
South Western Districts,Lions,1,0,1,0.0
South Western Districts,Northern Cape,1,1,0,100.0
South Western Districts,Northerns,1,0,1,0.0
South Western Districts,Titans,1,0,1,0.0
South Western Districts,Western Province,1,1,0,100.0
South Western Districts,Zimbabwe Select XI,1,0,1,0.0
Southern Brave (Men),Birmingham Phoenix (Men),3,2,1,66.7
Southern Brave (Men),London Spirit (Men),1,1,0,100.0
Southern Brave (Men),Manchester Originals (Men),2,0,2,0.0
Southern Brave (Men),Northern Superchargers (Men),4,1,3,25.0
Southern Brave (Men),Oval Invincibles (Men),2,0,2,0.0
Southern Brave (Men),Trent Rockets (Men),3,1,2,33.3
Southern Brave (Men),Welsh Fire (Men),5,5,0,100.0
Southern Punjab (Pakistan),Balochistan,3,1,2,33.3
Southern Punjab (Pakistan),Central Punjab (Pakistan),3,2,1,66.7
Southern Punjab (Pakistan),Khyber Pakhtunkhwa,4,0,4,0.0
Southern Punjab (Pakistan),Northern (Pakistan),5,2,3,40.0
Southern Punjab (Pakistan),Sindh,3,1,2,33.3
Southern Rocks,Mashonaland Eagles,3,1,2,33.3
Southern Rocks,Matabeleland Tuskers,4,3,1,75.0
Southern Rocks,Mid West Rhinos,3,0,3,0.0
Southern Rocks,Mountaineers,2,1,1,50.0
Southerns,Northerns (Zimbabwe),2,0,2,0.0
Spain,Croatia,4,4,0,100.0
Spain,Cyprus,1,1,0,100.0
Spain,Czech Republic,1,1,0,100.0
Spain,Denmark,1,0,1,0.0
Spain,Finland,1,1,0,100.0
Spain,Germany,5,3,2,60.0
Spain,Isle of Man,1,1,0,100.0
Speen Ghar Region,Amo Region,1,1,0,100.0
Speen Ghar Region,Band-e-Amir Region,1,0,1,0.0
Speen Ghar Region,Boost Region,1,0,1,0.0
Speen Ghar Region,Mis Ainak Region,1,0,1,0.0
Speen Ghar Tigers,Amo Sharks,2,0,2,0.0
Speen Ghar Tigers,Band-e-Amir Dragons,2,0,2,0.0
Speen Ghar Tigers,Boost Defenders,5,2,3,40.0
Speen Ghar Tigers,Kabul Eagles,2,2,0,100.0
Speen Ghar Tigers,Mis Ainak Knights,6,3,3,50.0
Sri Lanka,Afghanistan,4,3,1,75.0
Sri Lanka,Australia,11,2,9,18.2
Sri Lanka,Bangladesh,11,6,5,54.5
Sri Lanka,England,4,0,4,0.0
Sri Lanka,India,13,5,8,38.5
Sri Lanka,Ireland,1,1,0,100.0
Sri Lanka,Namibia,1,1,0,100.0
Sri Lanka,Netherlands,3,3,0,100.0
Sri Lanka,New Zealand,5,1,4,20.0
Sri Lanka,Pakistan,6,3,3,50.0
Sri Lanka,South Africa,5,0,5,0.0
Sri Lanka,United Arab Emirates,1,1,0,100.0
Sri Lanka,West Indies,3,2,1,66.7
Sri Lanka,Zimbabwe,2,0,2,0.0
Sri Lanka A,Afghanistan A,2,0,2,0.0
Sri Lanka A,Bangladesh A,2,2,0,100.0
Sri Lanka A,Hong Kong,1,1,0,100.0
Sri Lanka Air Force Sports Club,Ace Capital Cricket Club,3,3,0,100.0
Sri Lanka Air Force Sports Club,Bloomfield Cricket and Athletic Club,2,1,1,50.0
Sri Lanka Air Force Sports Club,Chilaw Marians Cricket Club,2,0,2,0.0
Sri Lanka Air Force Sports Club,Colombo Cricket Club,1,0,1,0.0
Sri Lanka Air Force Sports Club,Colts Cricket Club,3,0,3,0.0
Sri Lanka Air Force Sports Club,Kalutara Town Club,1,1,0,100.0
Sri Lanka Air Force Sports Club,Lankan Cricket Club,1,1,0,100.0
Sri Lanka Air Force Sports Club,Moors Sports Club,1,1,0,100.0
Sri Lanka Air Force Sports Club,Negombo Cricket Club,1,1,0,100.0
Sri Lanka Air Force Sports Club,Nondescripts Cricket Club,2,0,2,0.0
Sri Lanka Air Force Sports Club,Ragama Cricket Club,1,0,1,0.0
Sri Lanka Air Force Sports Club,Saracens Sports Club,1,0,1,0.0
Sri Lanka Air Force Sports Club,Sri Lanka Army,2,0,2,0.0
Sri Lanka Air Force Sports Club,Sri Lanka Navy Sports Club,1,1,0,100.0
Sri Lanka Air Force Sports Club,Tamil Union Cricket and Athletic Club,1,0,1,0.0
Sri Lanka Army,Bloomfield Cricket and Athletic Club,1,0,1,0.0
Sri Lanka Army,Chilaw Marians Cricket Club,1,0,1,0.0
Sri Lanka Army,Kalutara Town Club,1,0,1,0.0
Sri Lanka Army,Nondescripts Cricket Club,2,0,2,0.0
Sri Lanka Cricket Development XI,Gloucestershire,1,1,0,100.0
Sri Lanka Cricket Development XI,Surrey,1,0,1,0.0
Sri Lanka Navy Sports Club,Badureliya Sports Club,1,0,1,0.0
Sri Lanka Navy Sports Club,Kalutara Town Club,1,1,0,100.0
Sri Lanka Navy Sports Club,Kurunegala Youth Cricket Club,1,0,1,0.0
Sri Lanka Navy Sports Club,Moors Sports Club,2,0,2,0.0
Sri Lanka Navy Sports Club,Nondescripts Cricket Club,1,0,1,0.0
Sri Lanka Navy Sports Club,Panadura Sports Club,1,0,1,0.0
Sri Lanka Navy Sports Club,Police Sports Club,1,0,1,0.0
Sri Lanka Navy Sports Club,Ragama Cricket Club,2,1,1,50.0
Sri Lanka Navy Sports Club,Saracens Sports Club,1,0,1,0.0
Sri Lanka Navy Sports Club,Sinhalese Sports Club,2,0,2,0.0
Sri Lanka Navy Sports Club,Sri Lanka Army,3,0,3,0.0
Sri Lanka Navy Sports Club,Tamil Union Cricket and Athletic Club,2,0,2,0.0
St Helena,Botswana,1,0,1,0.0
St Helena,Lesotho,1,1,0,100.0
St Helena,Malawi,1,0,1,0.0
St Helena,Seychelles,1,1,0,100.0
St Helena,Sierra Leone,1,0,1,0.0
St Kitts and Nevis Patriots,Antigua and Barbuda Falcons,2,0,2,0.0
St Kitts and Nevis Patriots,Barbados Royals,11,4,7,36.4
St Kitts and Nevis Patriots,Guyana Amazon Warriors,15,4,11,26.7
St Kitts and Nevis Patriots,Jamaica Tallawahs,15,7,8,46.7
St Kitts and Nevis Patriots,St Lucia Kings,10,2,8,20.0
St Kitts and Nevis Patriots,Trinbago Knight Riders,16,4,12,25.0
St Lucia Kings,Antigua and Barbuda Falcons,1,1,0,100.0
St Lucia Kings,Barbados Royals,10,4,6,40.0
St Lucia Kings,Guyana Amazon Warriors,17,2,15,11.8
St Lucia Kings,Jamaica Tallawahs,12,1,11,8.3
St Lucia Kings,St Kitts and Nevis Patriots,11,3,8,27.3
St Lucia Kings,Trinbago Knight Riders,19,4,15,21.1
Sunrisers Eastern Cape,Durban's Super Giants,4,4,0,100.0
Sunrisers Eastern Cape,Joburg Super Kings,5,3,2,60.0
Sunrisers Eastern Cape,MI Cape Town,3,2,1,66.7
Sunrisers Eastern Cape,Paarl Royals,4,2,2,50.0
Sunrisers Eastern Cape,Pretoria Capitals,2,1,1,50.0
Sunrisers Hyderabad,Chennai Super Kings,4,1,3,25.0
Sunrisers Hyderabad,Delhi Capitals,13,7,6,53.8
Sunrisers Hyderabad,Gujarat Lions,1,1,0,100.0
Sunrisers Hyderabad,Gujarat Titans,2,0,2,0.0
Sunrisers Hyderabad,Kolkata Knight Riders,20,8,12,40.0
Sunrisers Hyderabad,Lucknow Super Giants,4,0,4,0.0
Sunrisers Hyderabad,Mumbai Indians,16,5,11,31.2
Sunrisers Hyderabad,Punjab Kings,7,4,3,57.1
Sunrisers Hyderabad,Rajasthan Royals,11,8,3,72.7
Sunrisers Hyderabad,Rising Pune Supergiant,4,1,3,25.0
Sunrisers Hyderabad,Royal Challengers Bangalore,11,5,6,45.5
Sunrisers Hyderabad,Royal Challengers Bengaluru,2,2,0,100.0
Suriname,Argentina,1,0,1,0.0
Suriname,Brazil,1,0,1,0.0
Surrey,Essex,16,8,8,50.0
Surrey,Glamorgan,15,9,6,60.0
Surrey,Gloucestershire,10,6,4,60.0
Surrey,Hampshire,7,4,3,57.1
Surrey,Kent,19,9,10,47.4
Surrey,Lancashire,1,1,0,100.0
Surrey,Middlesex,21,14,7,66.7
Surrey,Nottinghamshire,1,0,1,0.0
Surrey,Somerset,19,10,9,52.6
Surrey,Sussex,16,11,5,68.8
Surrey,Warwickshire,1,0,1,0.0
Surrey,Yorkshire,1,0,1,0.0
Sussex,Essex,12,6,6,50.0
Sussex,Glamorgan,6,3,3,50.0
Sussex,Gloucestershire,10,4,6,40.0
Sussex,Hampshire,9,5,4,55.6
Sussex,Kent,14,9,5,64.3
Sussex,Middlesex,11,9,2,81.8
Sussex,Northamptonshire,1,0,1,0.0
Sussex,Somerset,9,4,5,44.4
Sussex,Surrey,4,1,3,25.0
Sussex,Yorkshire,1,1,0,100.0
Swaziland,Ghana,1,0,1,0.0
Swaziland,Lesotho,1,1,0,100.0
Swaziland,Malawi,1,0,1,0.0
Swaziland,Rwanda,1,0,1,0.0
Swaziland,Seychelles,1,0,1,0.0
Swaziland,Uganda,1,0,1,0.0
Sweden,Austria,1,0,1,0.0
Sweden,Denmark,3,1,2,33.3
Sweden,Finland,7,3,4,42.9
Sweden,France,2,1,1,50.0
Sweden,Germany,2,0,2,0.0
Sweden,Hungary,1,1,0,100.0
Sweden,Italy,1,0,1,0.0
Sweden,Norway,3,1,2,33.3
Switzerland,Belgium,1,0,1,0.0
Switzerland,Bulgaria,1,1,0,100.0
Switzerland,Czech Republic,1,0,1,0.0
Switzerland,Estonia,4,4,0,100.0
Switzerland,France,1,1,0,100.0
Switzerland,Gibraltar,1,1,0,100.0
Switzerland,Guernsey,2,0,2,0.0
Switzerland,Luxembourg,4,2,2,50.0
Switzerland,Norway,1,0,1,0.0
Switzerland,Serbia,1,1,0,100.0
Sydney Sixers,Adelaide Strikers,6,4,2,66.7
Sydney Sixers,Brisbane Heat,3,1,2,33.3
Sydney Sixers,Hobart Hurricanes,8,3,5,37.5
Sydney Sixers,Melbourne Renegades,2,2,0,100.0
Sydney Sixers,Melbourne Stars,12,7,5,58.3
Sydney Sixers,Perth Scorchers,22,9,13,40.9
Sydney Sixers,Sydney Thunder,15,7,8,46.7
Sydney Thunder,Adelaide Strikers,3,1,2,33.3
Sydney Thunder,Brisbane Heat,3,1,2,33.3
Sydney Thunder,Hobart Hurricanes,11,4,7,36.4
Sydney Thunder,Melbourne Renegades,4,2,2,50.0
Sydney Thunder,Melbourne Stars,5,2,3,40.0
Sydney Thunder,Perth Scorchers,5,2,3,40.0
Sydney Thunder,Sydney Sixers,6,1,5,16.7
Sylhet Division,Dhaka Division,1,0,1,0.0
Sylhet Division,Khulna Division,1,0,1,0.0
Sylhet Strikers,Chattogram Challengers,2,0,2,0.0
Sylhet Strikers,Comilla Victorians,4,1,3,25.0
Sylhet Strikers,Dhaka Dominators,1,1,0,100.0
Sylhet Strikers,Durbar Rajshahi,1,0,1,0.0
Sylhet Strikers,Durdanto Dhaka,1,1,0,100.0
Sylhet Strikers,Fortune Barishal,3,1,2,33.3
Sylhet Strikers,Khulna Tigers,3,2,1,66.7
Sylhet Strikers,Rangpur Riders,5,1,4,20.0
Sylhet Sunrisers,Chattogram Challengers,2,0,2,0.0
Sylhet Sunrisers,Comilla Victorians,3,0,3,0.0
Sylhet Sunrisers,Cumilla Warriors,2,0,2,0.0
Sylhet Sunrisers,Fortune Barishal,1,0,1,0.0
Sylhet Sunrisers,Khulna Tigers,6,0,6,0.0
Sylhet Sunrisers,Minister Group Dhaka,8,1,7,12.5
Sylhet Sunrisers,Rajshahi Royals,5,0,5,0.0
Sylhet Sunrisers,Rangpur Rangers,4,0,4,0.0
Sylhet Super Stars,Barisal Bulls,1,0,1,0.0
Sylhet Super Stars,Chattogram Challengers,2,0,2,0.0
Sylhet Super Stars,Comilla Victorians,2,1,1,50.0
Sylhet Super Stars,Rangpur Rangers,1,0,1,0.0
Tamil Nadu,Delhi,1,0,1,0.0
Tamil Nadu,Madhya Pradesh,1,0,1,0.0
Tamil Nadu,Rajasthan,1,1,0,100.0
Tamil Nadu,Uttar Pradesh,1,1,0,100.0
Tamil Union Cricket and Athletic Club,Ace Capital Cricket Club,1,0,1,0.0
Tamil Union Cricket and Athletic Club,Badureliya Sports Club,2,1,1,50.0
Tamil Union Cricket and Athletic Club,Burgher Recreation Club,1,1,0,100.0
Tamil Union Cricket and Athletic Club,Chilaw Marians Cricket Club,1,1,0,100.0
Tamil Union Cricket and Athletic Club,Colombo Cricket Club,3,0,3,0.0
Tamil Union Cricket and Athletic Club,Colts Cricket Club,1,0,1,0.0
Tamil Union Cricket and Athletic Club,Kurunegala Youth Cricket Club,1,1,0,100.0
Tamil Union Cricket and Athletic Club,Negombo Cricket Club,1,1,0,100.0
Tamil Union Cricket and Athletic Club,Nondescripts Cricket Club,3,1,2,33.3
Tamil Union Cricket and Athletic Club,Nugegoda Sports Welfare Club,1,0,1,0.0
Tamil Union Cricket and Athletic Club,Police Sports Club,3,1,2,33.3
Tamil Union Cricket and Athletic Club,Ragama Cricket Club,1,0,1,0.0
Tamil Union Cricket and Athletic Club,Saracens Sports Club,2,1,1,50.0
Tamil Union Cricket and Athletic Club,Sinhalese Sports Club,3,1,2,33.3
Tamil Union Cricket and Athletic Club,Sri Lanka Army,4,2,2,50.0
Tanzania,Bahrain,1,0,1,0.0
Tanzania,Botswana,2,2,0,100.0
Tanzania,Cameroon,1,1,0,100.0
Tanzania,Eswatini,1,1,0,100.0
Tanzania,Germany,1,0,1,0.0
Tanzania,Kenya,1,1,0,100.0
Tanzania,Kuwait,1,0,1,0.0
Tanzania,Lesotho,1,1,0,100.0
Tanzania,Malawi,3,3,0,100.0
Tanzania,Malaysia,1,0,1,0.0
Tanzania,Namibia,1,0,1,0.0
Tanzania,Nigeria,2,1,1,50.0
Tanzania,Rwanda,8,7,1,87.5
Tanzania,Uganda,4,1,3,25.0
Tanzania,Zimbabwe,2,0,2,0.0
Texas Super Kings,Los Angeles Knight Riders,2,2,0,100.0
Texas Super Kings,MI New York,4,3,1,75.0
Texas Super Kings,San Francisco Unicorns,1,0,1,0.0
Texas Super Kings,Seattle Orcas,3,3,0,100.0
Texas Super Kings,Washington Freedom,3,1,2,33.3
Thailand,Bahrain,2,0,2,0.0
Thailand,Bhutan,4,2,2,50.0
Thailand,Cambodia,1,1,0,100.0
Thailand,Cook Islands,1,0,1,0.0
Thailand,Hong Kong,1,0,1,0.0
Thailand,Indonesia,5,3,2,60.0
Thailand,Malaysia,7,0,7,0.0
Thailand,Maldives,2,1,1,50.0
Thailand,Myanmar,1,1,0,100.0
Thailand,Nepal,1,0,1,0.0
Thailand,Philippines,1,0,1,0.0
Thailand,Qatar,1,0,1,0.0
Thailand,Saudi Arabia,3,0,3,0.0
Thailand,Singapore,1,0,1,0.0
Timor-Leste,Indonesia,4,0,4,0.0
Timor-Leste,Myanmar,2,0,2,0.0
Titans,Boland,2,1,1,50.0
Titans,Cape Cobras,2,1,1,50.0
Titans,Dolphins,2,2,0,100.0
Titans,Knights,7,6,1,85.7
Titans,Lahore Qalandars,1,0,1,0.0
Titans,Lions,3,1,2,33.3
Titans,North West,1,1,0,100.0
Titans,Warriors,5,4,1,80.0
Titans,Western Province,1,1,0,100.0
Trent Rockets (Men),Birmingham Phoenix (Men),2,1,1,50.0
Trent Rockets (Men),London Spirit (Men),1,1,0,100.0
Trent Rockets (Men),Manchester Originals (Men),3,3,0,100.0
Trent Rockets (Men),Northern Superchargers (Men),2,2,0,100.0
Trent Rockets (Men),Oval Invincibles (Men),3,1,2,33.3
Trent Rockets (Men),Southern Brave (Men),3,1,2,33.3
Trent Rockets (Men),Welsh Fire (Men),2,2,0,100.0
Trinbago Knight Riders,Antigua and Barbuda Falcons,1,0,1,0.0
Trinbago Knight Riders,Barbados Royals,8,6,2,75.0
Trinbago Knight Riders,Guyana Amazon Warriors,21,8,13,38.1
Trinbago Knight Riders,Jamaica Tallawahs,14,6,8,42.9
Trinbago Knight Riders,St Kitts and Nevis Patriots,8,7,1,87.5
Trinbago Knight Riders,St Lucia Kings,7,4,3,57.1
Tripura,Goa,1,0,1,0.0
Tripura,Puducherry,1,1,0,100.0
Tripura,Tamil Nadu,1,0,1,0.0
Tshwane Spartans,Cape Town Blitz,2,0,2,0.0
Tshwane Spartans,Durban Heat,2,0,2,0.0
Tshwane Spartans,Jozi Stars,3,2,1,66.7
Tshwane Spartans,Nelson Mandela Bay Giants,3,1,2,33.3
Tshwane Spartans,Paarl Rocks,2,2,0,100.0
Turkey,Bulgaria,3,1,2,33.3
Turkey,Gibraltar,2,0,2,0.0
Turkey,Isle of Man,1,0,1,0.0
Turkey,Italy,1,0,1,0.0
Turkey,Romania,1,0,1,0.0
Turks and Caicos Island,Costa Rica,1,0,1,0.0
Turks and Caicos Island,Mexico,1,0,1,0.0
Uganda,Botswana,4,4,0,100.0
Uganda,Easterns,1,1,0,100.0
Uganda,Ghana,1,1,0,100.0
Uganda,Kenya,11,9,2,81.8
Uganda,KwaZulu-Natal,1,0,1,0.0
Uganda,KwaZulu-Natal Inland,1,0,1,0.0
Uganda,Malawi,1,1,0,100.0
Uganda,Namibia,8,1,7,12.5
Uganda,Netherlands,1,0,1,0.0
Uganda,New Zealand,1,0,1,0.0
Uganda,Nigeria,7,7,0,100.0
Uganda,Rwanda,12,12,0,100.0
Uganda,Sri Lanka Cricket Development XI,1,0,1,0.0
Uganda,Tanzania,9,7,2,77.8
Uganda,United Arab Emirates,2,2,0,100.0
Uganda,Western Province,1,1,0,100.0
Uganda,Zimbabwe,1,0,1,0.0
Unichela Sports Club,Badureliya Sports Club,1,0,1,0.0
Unichela Sports Club,Bloomfield Cricket and Athletic Club,1,0,1,0.0
Unichela Sports Club,Moors Sports Club,1,0,1,0.0
Unichela Sports Club,Panadura Sports Club,1,0,1,0.0
United Arab Emirates,Afghanistan,9,2,7,22.2
United Arab Emirates,Australia,1,0,1,0.0
United Arab Emirates,Bahrain,1,1,0,100.0
United Arab Emirates,Bangladesh,3,0,3,0.0
United Arab Emirates,Bhutan,1,1,0,100.0
United Arab Emirates,Hong Kong,2,1,1,50.0
United Arab Emirates,India,2,0,2,0.0
United Arab Emirates,India A,1,0,1,0.0
United Arab Emirates,Ireland,2,2,0,100.0
United Arab Emirates,Kenya,1,1,0,100.0
United Arab Emirates,Kuwait,2,2,0,100.0
United Arab Emirates,Namibia,3,2,1,66.7
United Arab Emirates,Nepal,5,2,3,40.0
United Arab Emirates,Netherlands,4,0,4,0.0
United Arab Emirates,Nigeria,1,1,0,100.0
United Arab Emirates,Oman,7,3,4,42.9
United Arab Emirates,Pakistan,1,0,1,0.0
United Arab Emirates,Pakistan A,1,0,1,0.0
United Arab Emirates,Qatar,2,2,0,100.0
United Arab Emirates,Samoa,1,1,0,100.0
United Arab Emirates,Saudi Arabia,1,1,0,100.0
United Arab Emirates,Scotland,3,1,2,33.3
United Arab Emirates,Singapore,1,1,0,100.0
United Arab Emirates,Sri Lanka,1,0,1,0.0
United Arab Emirates,Thailand,1,1,0,100.0
United Arab Emirates,United States of America,1,1,0,100.0
United States of America,Bahamas,1,1,0,100.0
United States of America,Bangladesh,2,1,1,50.0
United States of America,Canada,3,3,0,100.0
United States of America,Cayman Islands,1,1,0,100.0
United States of America,England,1,0,1,0.0
United States of America,Hong Kong,1,1,0,100.0
United States of America,India,1,0,1,0.0
United States of America,Ireland,1,0,1,0.0
United States of America,Jersey,1,1,0,100.0
United States of America,Namibia,2,1,1,50.0
United States of America,Nepal,2,0,2,0.0
United States of America,Netherlands,1,0,1,0.0
United States of America,Papua New Guinea,1,1,0,100.0
United States of America,United Arab Emirates,3,1,2,33.3
United States of America,West Indies,1,0,1,0.0
United States of America,Zimbabwe,1,0,1,0.0
Uttar Pradesh,Delhi,1,0,1,0.0
Uttar Pradesh,Karnataka,2,1,1,50.0
Uttar Pradesh,Nagaland,1,1,0,100.0
Uttar Pradesh,Punjab,2,0,2,0.0
Uttar Pradesh,Tripura,1,1,0,100.0
Uttara Sporting Club,Khelaghar Samaj Kallyan Samity,1,1,0,100.0
Uttara Sporting Club,Sheikh Jamal Dhanmondi Club,1,0,1,0.0
Uttarakhand,Mizoram,1,1,0,100.0
Uttarakhand,Railways,1,1,0,100.0
Vanuatu,Cook Islands,3,1,2,33.3
Vanuatu,Fiji,2,1,1,50.0
Vanuatu,Kuwait,2,0,2,0.0
Vanuatu,Malaysia,5,3,2,60.0
Vanuatu,Papua New Guinea,3,0,3,0.0
Vanuatu,Philippines,1,0,1,0.0
Vanuatu,Tanzania,1,1,0,100.0
Victoria,Hampshire,1,1,0,100.0
Victoria,Rangpur Riders,1,1,0,100.0
Vidarbha,Delhi,2,2,0,100.0
Vidarbha,Kerala,1,0,1,0.0
Vidarbha,Madhya Pradesh,1,0,1,0.0
Vidarbha,Mumbai,3,0,3,0.0
Vidarbha,Rajasthan,1,0,1,0.0
Vidarbha,Saurashtra,1,0,1,0.0
Vidarbha,Uttarakhand,1,1,0,100.0
Warriors,Boland,2,0,2,0.0
Warriors,Cape Cobras,5,3,2,60.0
Warriors,Dolphins,3,1,2,33.3
Warriors,Knights,7,4,3,57.1
Warriors,KwaZulu-Natal Inland,1,1,0,100.0
Warriors,Lions,10,4,6,40.0
Warriors,North West,2,1,1,50.0
Warriors,Titans,7,3,4,42.9
Warriors,Western Province,1,0,1,0.0
Warwickshire,Derbyshire,6,1,5,16.7
Warwickshire,Durham,3,0,3,0.0
Warwickshire,Essex,2,1,1,50.0
Warwickshire,Glamorgan,3,1,2,33.3
Warwickshire,Gloucestershire,2,0,2,0.0
Warwickshire,Kent,1,0,1,0.0
Warwickshire,Lancashire,4,1,3,25.0
Warwickshire,Leicestershire,7,4,3,57.1
Warwickshire,Northamptonshire,12,2,10,16.7
Warwickshire,Nottinghamshire,11,3,8,27.3
Warwickshire,Somerset,2,0,2,0.0
Warwickshire,Worcestershire,5,0,5,0.0
Warwickshire,Yorkshire,11,0,11,0.0
Washington Freedom,Los Angeles Knight Riders,1,1,0,100.0
Washington Freedom,MI New York,1,1,0,100.0
Washington Freedom,San Francisco Unicorns,3,2,1,66.7
Washington Freedom,Texas Super Kings,1,1,0,100.0
Wellington,Auckland,3,1,2,33.3
Wellington,Canterbury,4,2,2,50.0
Wellington,Central Districts,4,2,2,50.0
Wellington,Northern Districts,7,2,5,28.6
Wellington,Otago,5,4,1,80.0
Welsh Fire (Men),Birmingham Phoenix (Men),2,0,2,0.0
Welsh Fire (Men),London Spirit (Men),2,1,1,50.0
Welsh Fire (Men),Manchester Originals (Men),4,2,2,50.0
Welsh Fire (Men),Northern Superchargers (Men),3,1,2,33.3
Welsh Fire (Men),Oval Invincibles (Men),1,0,1,0.0
Welsh Fire (Men),Southern Brave (Men),5,1,4,20.0
Welsh Fire (Men),Trent Rockets (Men),3,1,2,33.3
West Indies,Afghanistan,7,5,2,71.4
West Indies,Australia,9,1,8,11.1
West Indies,Bangladesh,7,6,1,85.7
West Indies,England,17,5,12,29.4
West Indies,India,21,4,17,19.0
West Indies,Ireland,4,2,2,50.0
West Indies,New Zealand,12,3,9,25.0
West Indies,Pakistan,7,0,7,0.0
West Indies,South Africa,6,4,2,66.7
West Indies,Sri Lanka,9,6,3,66.7
West Indies,Uganda,1,1,0,100.0
West Indies,Zimbabwe,1,1,0,100.0
West Indies A,Nepal,5,3,2,60.0
Western Province,Boland,3,2,1,66.7
Western Province,Dolphins,3,1,2,33.3
Western Province,Eastern Province,1,0,1,0.0
Western Province,Easterns,1,0,1,0.0
Western Province,Knights,1,0,1,0.0
Western Province,KwaZulu-Natal,1,0,1,0.0
Western Province,North West,2,2,0,100.0
Western Province,South Western Districts,1,0,1,0.0
Western Province,Titans,1,0,1,0.0
Western Province,Zimbabwe President's XI,1,0,1,0.0
Worcestershire,Derbyshire,9,6,3,66.7
Worcestershire,Durham,7,4,3,57.1
Worcestershire,Essex,1,0,1,0.0
Worcestershire,Glamorgan,1,0,1,0.0
Worcestershire,Gloucestershire,3,1,2,33.3
Worcestershire,Hampshire,1,0,1,0.0
Worcestershire,Lancashire,10,3,7,30.0
Worcestershire,Leicestershire,6,3,3,50.0
Worcestershire,Northamptonshire,9,5,4,55.6
Worcestershire,Nottinghamshire,15,8,7,53.3
Worcestershire,Somerset,2,1,1,50.0
Worcestershire,Sussex,2,2,0,100.0
Worcestershire,Warwickshire,16,8,8,50.0
Worcestershire,Yorkshire,11,4,7,36.4
World-XI,West Indies,1,0,1,0.0
Yorkshire,Derbyshire,3,0,3,0.0
Yorkshire,Durham,6,4,2,66.7
Yorkshire,Lancashire,4,3,1,75.0
Yorkshire,Leicestershire,6,2,4,33.3
Yorkshire,Northamptonshire,7,5,2,71.4
Yorkshire,Nottinghamshire,5,3,2,60.0
Yorkshire,Warwickshire,7,2,5,28.6
Yorkshire,Worcestershire,4,3,1,75.0
Zambia,Rwanda,3,1,2,33.3
Zambia,Sierra Leone,3,2,1,66.7
Zimbabwe,Afghanistan,17,1,16,5.9
Zimbabwe,Australia,2,0,2,0.0
Zimbabwe,Bangladesh,12,4,8,33.3
Zimbabwe,Boland,1,0,1,0.0
Zimbabwe,Botswana,1,1,0,100.0
Zimbabwe,Gambia,1,1,0,100.0
Zimbabwe,India,7,3,4,42.9
Zimbabwe,Ireland,6,1,5,16.7
Zimbabwe,Kenya,2,2,0,100.0
Zimbabwe,KwaZulu-Natal Inland,1,0,1,0.0
Zimbabwe,Namibia,8,3,5,37.5
Zimbabwe,Netherlands,4,1,3,25.0
Zimbabwe,New Zealand,2,0,2,0.0
Zimbabwe,Pakistan,6,1,5,16.7
Zimbabwe,Rwanda,1,1,0,100.0
Zimbabwe,Scotland,1,1,0,100.0
Zimbabwe,Seychelles,1,1,0,100.0
Zimbabwe,South Africa,5,0,5,0.0
Zimbabwe,Sri Lanka,6,1,5,16.7
Zimbabwe,Tanzania,1,1,0,100.0
Zimbabwe,Uganda,1,0,1,0.0
Zimbabwe A,Nepal,3,1,2,33.3
Zimbabwe President's XI,Northerns,1,0,1,0.0
